"OrderID";"CustomerID";"SalespersonPersonID";"OrderDate";"InvoiceID";"InvoiceDate";"TotalDryItems";"TotalChillerItems";"TransactionDate";"AmountExcludingTax";"OutstandingBalance";"TransactionAmount";"CustomerName";"PhoneNumber"
"66740";"432";"8";"17/02/2016 00:00:00";"63981";"17/02/2016 00:00:00";"4";"0";"17/02/2016 00:00:00";"2,212.50";"0.00";"2,544.38";"Wingtip Toys (Vamo, FL)";"(239) 555-0100"
"66741";"485";"20";"17/02/2016 00:00:00";"63982";"17/02/2016 00:00:00";"3";"0";"17/02/2016 00:00:00";"4,256.00";"0.00";"4,894.40";"Wingtip Toys (Bonner Springs, KS)";"(316) 555-0100"
"66742";"912";"2";"17/02/2016 00:00:00";"63983";"17/02/2016 00:00:00";"2";"0";"17/02/2016 00:00:00";"58.00";"0.00";"66.70";"Volkan senturk";"(276) 555-0100"
"66743";"840";"16";"17/02/2016 00:00:00";"63984";"17/02/2016 00:00:00";"2";"0";"17/02/2016 00:00:00";"490.00";"0.00";"563.50";"Rodrigo Figueiredo";"(803) 555-0100"
"66744";"157";"14";"17/02/2016 00:00:00";"63985";"17/02/2016 00:00:00";"2";"0";"17/02/2016 00:00:00";"939.00";"0.00";"1,079.85";"Tailspin Toys (Saks, AL)";"(205) 555-0100"
"66745";"1017";"13";"17/02/2016 00:00:00";"63986";"17/02/2016 00:00:00";"2";"0";"17/02/2016 00:00:00";"2,437.50";"0.00";"2,803.13";"David Novacek ";"(423) 555-0100"
"66746";"175";"2";"17/02/2016 00:00:00";"63987";"17/02/2016 00:00:00";"3";"0";"17/02/2016 00:00:00";"195.00";"0.00";"224.25";"Tailspin Toys (San Acacia, NM)";"(505) 555-0100"
"66747";"481";"20";"17/02/2016 00:00:00";"63988";"17/02/2016 00:00:00";"2";"0";"17/02/2016 00:00:00";"2,928.00";"0.00";"3,367.20";"Wingtip Toys (White Church, MO)";"(314) 555-0100"
"66748";"956";"8";"17/02/2016 00:00:00";"63989";"17/02/2016 00:00:00";"5";"0";"17/02/2016 00:00:00";"3,718.35";"0.00";"4,276.10";"Nhung Thach";"(480) 555-0100"
"66749";"938";"16";"17/02/2016 00:00:00";"63990";"17/02/2016 00:00:00";"4";"0";"17/02/2016 00:00:00";"2,987.60";"0.00";"3,435.74";"Anna Gyarmathi";"(252) 555-0100"
"66750";"844";"7";"17/02/2016 00:00:00";"63991";"17/02/2016 00:00:00";"3";"0";"17/02/2016 00:00:00";"1,903.00";"0.00";"2,188.45";"Durdanah Abbasi";"(201) 555-0100"
"66751";"65";"3";"17/02/2016 00:00:00";"63992";"17/02/2016 00:00:00";"3";"0";"17/02/2016 00:00:00";"5,015.20";"0.00";"5,767.48";"Tailspin Toys (North Cowden, TX)";"(210) 555-0100"
"66752";"91";"2";"17/02/2016 00:00:00";"63993";"17/02/2016 00:00:00";"4";"0";"17/02/2016 00:00:00";"9,729.00";"0.00";"11,188.35";"Tailspin Toys (Alstead, NH)";"(603) 555-0100"
"66753";"43";"3";"17/02/2016 00:00:00";"63994";"17/02/2016 00:00:00";"3";"0";"17/02/2016 00:00:00";"462.00";"0.00";"531.30";"Tailspin Toys (Upper Preston, WA)";"(206) 555-0100"
"66754";"933";"3";"17/02/2016 00:00:00";"63995";"17/02/2016 00:00:00";"3";"0";"17/02/2016 00:00:00";"9,213.00";"0.00";"10,594.95";"Joel Carrillo";"(405) 555-0100"
"66755";"875";"20";"17/02/2016 00:00:00";"63996";"17/02/2016 00:00:00";"3";"0";"17/02/2016 00:00:00";"2,152.00";"0.00";"2,474.80";"Philip Walker";"(216) 555-0100"
"66756";"47";"13";"17/02/2016 00:00:00";"63997";"17/02/2016 00:00:00";"2";"0";"17/02/2016 00:00:00";"994.00";"0.00";"1,143.10";"Tailspin Toys (Lake Hughes, CA)";"(209) 555-0100"
"66757";"506";"8";"17/02/2016 00:00:00";"63998";"17/02/2016 00:00:00";"4";"0";"17/02/2016 00:00:00";"1,422.50";"0.00";"1,635.88";"Wingtip Toys (North Beach Haven, NJ)";"(201) 555-0100"
"66758";"1015";"14";"17/02/2016 00:00:00";"63999";"17/02/2016 00:00:00";"2";"0";"17/02/2016 00:00:00";"466.20";"0.00";"536.13";"Isa Hulsegge";"(252) 555-0100"
"66759";"2";"15";"17/02/2016 00:00:00";"64000";"17/02/2016 00:00:00";"2";"0";"17/02/2016 00:00:00";"362.40";"0.00";"416.76";"Tailspin Toys (Sylvanite, MT)";"(406) 555-0100"
"66760";"460";"16";"17/02/2016 00:00:00";"64001";"17/02/2016 00:00:00";"3";"0";"17/02/2016 00:00:00";"2,278.00";"0.00";"2,619.70";"Wingtip Toys (Mayhill, NM)";"(505) 555-0100"
"66761";"528";"14";"17/02/2016 00:00:00";"64002";"17/02/2016 00:00:00";"3";"0";"17/02/2016 00:00:00";"2,204.60";"0.00";"2,535.29";"Wingtip Toys (Rich Creek, VA)";"(276) 555-0100"
"66762";"414";"8";"17/02/2016 00:00:00";"64003";"17/02/2016 00:00:00";"5";"0";"17/02/2016 00:00:00";"2,712.10";"0.00";"3,118.92";"Wingtip Toys (Rose Tree, PA)";"(215) 555-0100"
"66763";"550";"2";"17/02/2016 00:00:00";"64004";"17/02/2016 00:00:00";"2";"0";"17/02/2016 00:00:00";"116.00";"0.00";"133.40";"Wingtip Toys (Morrison Bluff, AR)";"(479) 555-0100"
"66764";"832";"13";"17/02/2016 00:00:00";"64005";"17/02/2016 00:00:00";"4";"1";"17/02/2016 00:00:00";"6,422.60";"0.00";"7,303.91";"Aakriti Byrraju";"(216) 555-0100"
"66765";"43";"13";"17/02/2016 00:00:00";"64006";"17/02/2016 00:00:00";"3";"1";"17/02/2016 00:00:00";"1,525.50";"0.00";"1,723.55";"Tailspin Toys (Upper Preston, WA)";"(206) 555-0100"
"66766";"485";"16";"17/02/2016 00:00:00";"64007";"17/02/2016 00:00:00";"3";"0";"17/02/2016 00:00:00";"1,211.60";"0.00";"1,393.34";"Wingtip Toys (Bonner Springs, KS)";"(316) 555-0100"
"66767";"973";"2";"17/02/2016 00:00:00";"64008";"17/02/2016 00:00:00";"3";"0";"17/02/2016 00:00:00";"1,505.00";"0.00";"1,730.75";"Kumar Kamei";"(304) 555-0100"
"66768";"925";"2";"17/02/2016 00:00:00";"64009";"17/02/2016 00:00:00";"3";"1";"17/02/2016 00:00:00";"1,643.40";"0.00";"1,818.09";"Can ozcan";"(215) 555-0100"
"66769";"103";"16";"17/02/2016 00:00:00";"64010";"17/02/2016 00:00:00";"2";"0";"17/02/2016 00:00:00";"443.60";"0.00";"510.14";"Tailspin Toys (Kalvesta, KS)";"(316) 555-0100"
"66770";"7";"14";"17/02/2016 00:00:00";"64011";"17/02/2016 00:00:00";"4";"0";"17/02/2016 00:00:00";"292.80";"0.00";"336.72";"Tailspin Toys (Frankewing, TN)";"(423) 555-0100"
"66771";"525";"3";"17/02/2016 00:00:00";"64012";"17/02/2016 00:00:00";"2";"0";"17/02/2016 00:00:00";"207.00";"0.00";"238.05";"Wingtip Toys (Claycomo, MO)";"(314) 555-0100"
"66772";"5";"2";"17/02/2016 00:00:00";"64013";"17/02/2016 00:00:00";"2";"0";"17/02/2016 00:00:00";"812.20";"0.00";"934.03";"Tailspin Toys (Gasport, NY)";"(212) 555-0100"
"66773";"1019";"6";"17/02/2016 00:00:00";"64014";"17/02/2016 00:00:00";"3";"0";"17/02/2016 00:00:00";"5,260.00";"0.00";"6,049.00";"Dhanishta Pullela";"(304) 555-0100"
"66774";"467";"2";"17/02/2016 00:00:00";"64015";"17/02/2016 00:00:00";"4";"0";"17/02/2016 00:00:00";"788.00";"0.00";"906.20";"Wingtip Toys (Mahaffey, PA)";"(215) 555-0100"
"66775";"428";"15";"17/02/2016 00:00:00";"64016";"17/02/2016 00:00:00";"4";"0";"17/02/2016 00:00:00";"12,912.00";"0.00";"14,848.80";"Wingtip Toys (Paw Paw Lake, MI)";"(231) 555-0100"
"66776";"34";"3";"17/02/2016 00:00:00";"64017";"17/02/2016 00:00:00";"4";"1";"17/02/2016 00:00:00";"1,476.60";"0.00";"1,667.31";"Tailspin Toys (Dallardsville, TX)";"(210) 555-0100"
"66777";"549";"8";"17/02/2016 00:00:00";"64018";"17/02/2016 00:00:00";"4";"0";"17/02/2016 00:00:00";"4,774.00";"0.00";"5,490.10";"Wingtip Toys (Lake Ronkonkoma, NY)";"(212) 555-0100"
"66778";"960";"16";"17/02/2016 00:00:00";"64019";"17/02/2016 00:00:00";"4";"0";"17/02/2016 00:00:00";"431.00";"0.00";"495.65";"Edgar Jogi";"(209) 555-0100"
"66779";"994";"16";"17/02/2016 00:00:00";"64020";"17/02/2016 00:00:00";"5";"0";"17/02/2016 00:00:00";"2,444.20";"0.00";"2,810.83";"Libuse Kuchtova";"(210) 555-0100"
"66780";"528";"13";"17/02/2016 00:00:00";"64021";"17/02/2016 00:00:00";"3";"0";"17/02/2016 00:00:00";"6,504.00";"0.00";"7,479.60";"Wingtip Toys (Rich Creek, VA)";"(276) 555-0100"
"66781";"415";"15";"17/02/2016 00:00:00";"64022";"17/02/2016 00:00:00";"5";"0";"17/02/2016 00:00:00";"1,297.60";"0.00";"1,492.24";"Wingtip Toys (Leathersville, GA)";"(229) 555-0100"
"66782";"163";"7";"17/02/2016 00:00:00";"64023";"17/02/2016 00:00:00";"2";"0";"17/02/2016 00:00:00";"263.00";"0.00";"302.45";"Tailspin Toys (Panaca, NV)";"(702) 555-0100"
"66783";"891";"8";"17/02/2016 00:00:00";"64024";"17/02/2016 00:00:00";"1";"1";"17/02/2016 00:00:00";"2,721.60";"0.00";"3,047.76";"Taneli Riutta";"(276) 555-0100"
"66784";"507";"16";"17/02/2016 00:00:00";"64025";"17/02/2016 00:00:00";"4";"0";"17/02/2016 00:00:00";"1,085.00";"0.00";"1,247.75";"Wingtip Toys (Downingtown, PA)";"(215) 555-0100"
"66785";"576";"13";"17/02/2016 00:00:00";"64026";"17/02/2016 00:00:00";"2";"0";"17/02/2016 00:00:00";"212.00";"0.00";"243.80";"Wingtip Toys (Goodings Grove, IL)";"(217) 555-0100"
"66786";"96";"7";"17/02/2016 00:00:00";"64027";"17/02/2016 00:00:00";"4";"0";"17/02/2016 00:00:00";"3,541.00";"0.00";"4,072.15";"Tailspin Toys (South La Paloma, TX)";"(210) 555-0100"
"66787";"133";"20";"17/02/2016 00:00:00";"64028";"17/02/2016 00:00:00";"2";"0";"17/02/2016 00:00:00";"11,796.00";"0.00";"13,565.40";"Tailspin Toys (Lake Erie Beach, NY)";"(212) 555-0100"
"66788";"489";"13";"17/02/2016 00:00:00";"64029";"17/02/2016 00:00:00";"4";"1";"17/02/2016 00:00:00";"2,896.60";"0.00";"3,296.29";"Wingtip Toys (Sayner, WI)";"(262) 555-0100"
"66789";"417";"16";"17/02/2016 00:00:00";"64030";"17/02/2016 00:00:00";"2";"0";"17/02/2016 00:00:00";"1,112.00";"0.00";"1,278.80";"Wingtip Toys (Chetek, WI)";"(262) 555-0100"
"66790";"179";"8";"17/02/2016 00:00:00";"64031";"17/02/2016 00:00:00";"2";"0";"17/02/2016 00:00:00";"1,980.00";"0.00";"2,277.00";"Tailspin Toys (Hiteman, IA)";"(319) 555-0100"
"66791";"943";"13";"17/02/2016 00:00:00";"64032";"17/02/2016 00:00:00";"3";"0";"17/02/2016 00:00:00";"2,048.00";"0.00";"2,355.20";"Drazenka Jelic";"(803) 555-0100"
"66792";"98";"2";"17/02/2016 00:00:00";"64033";"17/02/2016 00:00:00";"3";"0";"17/02/2016 00:00:00";"261.00";"0.00";"300.15";"Tailspin Toys (El Centro, CA)";"(209) 555-0100"
"66793";"450";"20";"17/02/2016 00:00:00";"64034";"17/02/2016 00:00:00";"2";"0";"17/02/2016 00:00:00";"1,732.00";"0.00";"1,991.80";"Wingtip Toys (Mount Summit, IN)";"(219) 555-0100"
"66794";"846";"13";"17/02/2016 00:00:00";"64035";"17/02/2016 00:00:00";"3";"0";"17/02/2016 00:00:00";"787.00";"0.00";"905.05";"Malorie Bousquet";"(209) 555-0100"
"66795";"508";"3";"17/02/2016 00:00:00";"64036";"17/02/2016 00:00:00";"2";"0";"17/02/2016 00:00:00";"224.00";"0.00";"257.60";"Wingtip Toys (Branson West, MO)";"(314) 555-0100"
"66796";"982";"14";"17/02/2016 00:00:00";"64037";"17/02/2016 00:00:00";"3";"0";"17/02/2016 00:00:00";"3,241.00";"0.00";"3,727.15";"Yves Belisle";"(480) 555-0100"
"66797";"955";"3";"17/02/2016 00:00:00";"64038";"17/02/2016 00:00:00";"2";"0";"17/02/2016 00:00:00";"1,012.00";"0.00";"1,163.80";"Raghu Sandhu";"(240) 555-0100"
"66798";"854";"15";"17/02/2016 00:00:00";"64039";"17/02/2016 00:00:00";"5";"0";"17/02/2016 00:00:00";"14,326.00";"0.00";"16,474.90";"Daakshaayaani Kommineni";"(239) 555-0100"
"66799";"595";"14";"17/02/2016 00:00:00";"64040";"17/02/2016 00:00:00";"3";"1";"17/02/2016 00:00:00";"1,885.60";"0.00";"2,124.94";"Wingtip Toys (Accomac, VA)";"(276) 555-0100"
"66800";"977";"3";"17/02/2016 00:00:00";"64041";"17/02/2016 00:00:00";"4";"0";"17/02/2016 00:00:00";"3,709.70";"0.00";"4,266.16";"Mauno Laurila";"(216) 555-0100"
"66801";"134";"6";"17/02/2016 00:00:00";"64042";"17/02/2016 00:00:00";"2";"0";"17/02/2016 00:00:00";"5,776.00";"0.00";"6,642.40";"Tailspin Toys (Tavares, FL)";"(239) 555-0100"
"66802";"118";"3";"17/02/2016 00:00:00";"64043";"17/02/2016 00:00:00";"2";"0";"17/02/2016 00:00:00";"200.00";"0.00";"230.00";"Tailspin Toys (Vassalboro, ME)";"(207) 555-0100"
"66803";"518";"20";"17/02/2016 00:00:00";"64044";"17/02/2016 00:00:00";"5";"0";"17/02/2016 00:00:00";"4,130.00";"0.00";"4,749.50";"Wingtip Toys (Raton, NM)";"(505) 555-0100"
"66804";"70";"8";"17/02/2016 00:00:00";"64045";"17/02/2016 00:00:00";"4";"0";"17/02/2016 00:00:00";"2,461.75";"0.00";"2,831.01";"Tailspin Toys (New Baden, IL)";"(217) 555-0100"
"66805";"1056";"14";"17/02/2016 00:00:00";"64046";"17/02/2016 00:00:00";"3";"1";"17/02/2016 00:00:00";"2,217.40";"0.00";"2,478.19";"Kalyani Benjaree";"(212) 555-0100"
"66806";"19";"13";"17/02/2016 00:00:00";"64047";"17/02/2016 00:00:00";"3";"0";"17/02/2016 00:00:00";"3,500.00";"0.00";"4,025.00";"Tailspin Toys (Lemeta, AK)";"(907) 555-0100"
"66807";"879";"8";"17/02/2016 00:00:00";"64048";"17/02/2016 00:00:00";"2";"1";"17/02/2016 00:00:00";"3,934.80";"0.00";"4,432.68";"Jitka Necesana";"(212) 555-0100"
"66808";"861";"2";"17/02/2016 00:00:00";"64049";"17/02/2016 00:00:00";"4";"0";"17/02/2016 00:00:00";"4,180.00";"0.00";"4,807.00";"Amarasimha Vinjamuri";"(339) 555-0100"
"66809";"928";"13";"17/02/2016 00:00:00";"64050";"17/02/2016 00:00:00";"3";"0";"17/02/2016 00:00:00";"9,866.00";"0.00";"11,345.90";"Arijit Bhuiyan";"(212) 555-0100"
"66810";"875";"2";"17/02/2016 00:00:00";"64051";"17/02/2016 00:00:00";"4";"0";"17/02/2016 00:00:00";"1,155.20";"0.00";"1,328.48";"Philip Walker";"(216) 555-0100"
"66811";"956";"14";"17/02/2016 00:00:00";"64052";"17/02/2016 00:00:00";"5";"0";"17/02/2016 00:00:00";"3,876.00";"0.00";"4,457.40";"Nhung Thach";"(480) 555-0100"
"66812";"892";"20";"17/02/2016 00:00:00";"64053";"17/02/2016 00:00:00";"3";"1";"17/02/2016 00:00:00";"1,556.40";"0.00";"1,746.36";"Bahaar Asef zade";"(225) 555-0100"
"66813";"18";"13";"17/02/2016 00:00:00";"64054";"17/02/2016 00:00:00";"4";"0";"17/02/2016 00:00:00";"806.50";"0.00";"927.48";"Tailspin Toys (Goffstown, NH)";"(603) 555-0100"
"66814";"875";"8";"17/02/2016 00:00:00";"64055";"17/02/2016 00:00:00";"4";"0";"17/02/2016 00:00:00";"1,843.60";"0.00";"2,120.14";"Philip Walker";"(216) 555-0100"
"66815";"110";"16";"17/02/2016 00:00:00";"64056";"17/02/2016 00:00:00";"3";"0";"17/02/2016 00:00:00";"1,412.00";"0.00";"1,623.80";"Tailspin Toys (North Crows Nest, IN)";"(219) 555-0100"
"66816";"826";"20";"17/02/2016 00:00:00";"64057";"17/02/2016 00:00:00";"3";"0";"17/02/2016 00:00:00";"7,692.00";"0.00";"8,845.80";"Leila Carvalho";"(217) 555-0100"
"66817";"542";"15";"17/02/2016 00:00:00";"64058";"17/02/2016 00:00:00";"5";"0";"17/02/2016 00:00:00";"4,308.00";"0.00";"4,954.20";"Wingtip Toys (Schererville, IN)";"(219) 555-0100"
"66818";"558";"15";"17/02/2016 00:00:00";"64059";"17/02/2016 00:00:00";"4";"0";"17/02/2016 00:00:00";"2,394.00";"0.00";"2,753.10";"Wingtip Toys (Bourneville, OH)";"(216) 555-0100"
"66819";"851";"6";"17/02/2016 00:00:00";"64060";"17/02/2016 00:00:00";"5";"0";"17/02/2016 00:00:00";"13,356.00";"0.00";"15,359.40";"Ebru Erdogan";"(405) 555-0100"
"66820";"143";"3";"17/02/2016 00:00:00";"64061";"17/02/2016 00:00:00";"2";"0";"17/02/2016 00:00:00";"8,192.00";"0.00";"9,420.80";"Tailspin Toys (Ashtabula, OH)";"(216) 555-0100"
"66821";"42";"16";"17/02/2016 00:00:00";"64062";"17/02/2016 00:00:00";"4";"0";"17/02/2016 00:00:00";"3,272.00";"0.00";"3,762.80";"Tailspin Toys (Arietta, NY)";"(212) 555-0100"
"65967";"506";"20";"01/02/2016 00:00:00";"64064";"18/02/2016 00:00:00";"1";"0";"18/02/2016 00:00:00";"437.50";"0.00";"503.13";"Wingtip Toys (North Beach Haven, NJ)";"(201) 555-0100"
"66501";"498";"14";"11/02/2016 00:00:00";"64065";"18/02/2016 00:00:00";"1";"0";"18/02/2016 00:00:00";"864.00";"0.00";"993.60";"Wingtip Toys (Obetz, OH)";"(216) 555-0100"
"66695";"544";"8";"15/02/2016 00:00:00";"64066";"18/02/2016 00:00:00";"1";"0";"18/02/2016 00:00:00";"648.00";"0.00";"745.20";"Wingtip Toys (Broomtown, AL)";"(205) 555-0100"
"66823";"65";"3";"17/02/2016 00:00:00";"64067";"18/02/2016 00:00:00";"1";"0";"18/02/2016 00:00:00";"177.60";"0.00";"204.24";"Tailspin Toys (North Cowden, TX)";"(210) 555-0100"
"66825";"5";"2";"17/02/2016 00:00:00";"64068";"18/02/2016 00:00:00";"1";"0";"18/02/2016 00:00:00";"432.00";"0.00";"496.80";"Tailspin Toys (Gasport, NY)";"(212) 555-0100"
"66827";"98";"2";"17/02/2016 00:00:00";"64069";"18/02/2016 00:00:00";"1";"0";"18/02/2016 00:00:00";"216.00";"0.00";"248.40";"Tailspin Toys (El Centro, CA)";"(209) 555-0100"
"66832";"835";"20";"18/02/2016 00:00:00";"64070";"18/02/2016 00:00:00";"1";"1";"18/02/2016 00:00:00";"2,535.60";"0.00";"2,823.60";"Dominic Davignon";"(209) 555-0100"
"66833";"804";"6";"18/02/2016 00:00:00";"64071";"18/02/2016 00:00:00";"4";"0";"18/02/2016 00:00:00";"2,503.00";"0.00";"2,878.45";"Aleksandrs Riekstins";"(605) 555-0100"
"66834";"921";"13";"18/02/2016 00:00:00";"64072";"18/02/2016 00:00:00";"2";"0";"18/02/2016 00:00:00";"225.50";"0.00";"259.33";"Victoria Lacusta";"(212) 555-0100"
"66835";"107";"16";"18/02/2016 00:00:00";"64073";"18/02/2016 00:00:00";"5";"0";"18/02/2016 00:00:00";"2,243.50";"0.00";"2,580.03";"Tailspin Toys (Glen Avon, CA)";"(209) 555-0100"
"66836";"868";"6";"18/02/2016 00:00:00";"64074";"18/02/2016 00:00:00";"5";"0";"18/02/2016 00:00:00";"933.00";"0.00";"1,072.95";"Laura Sykorova";"(316) 555-0100"
"66837";"176";"14";"18/02/2016 00:00:00";"64075";"18/02/2016 00:00:00";"4";"1";"18/02/2016 00:00:00";"2,807.80";"0.00";"3,177.67";"Tailspin Toys (Malott, WA)";"(206) 555-0100"
"66838";"73";"3";"18/02/2016 00:00:00";"64076";"18/02/2016 00:00:00";"3";"0";"18/02/2016 00:00:00";"1,002.50";"0.00";"1,152.88";"Tailspin Toys (Cokato, MN)";"(218) 555-0100"
"66839";"556";"6";"18/02/2016 00:00:00";"64077";"18/02/2016 00:00:00";"3";"0";"18/02/2016 00:00:00";"693.80";"0.00";"797.87";"Wingtip Toys (Morita, TX)";"(210) 555-0100"
"66840";"523";"8";"18/02/2016 00:00:00";"64078";"18/02/2016 00:00:00";"2";"0";"18/02/2016 00:00:00";"583.00";"0.00";"670.45";"Wingtip Toys (Bruceton Mills, WV)";"(304) 555-0100"
"66841";"818";"15";"18/02/2016 00:00:00";"64079";"18/02/2016 00:00:00";"2";"0";"18/02/2016 00:00:00";"2,920.00";"0.00";"3,358.00";"Liia Orav";"(252) 555-0100"
"66842";"1013";"13";"18/02/2016 00:00:00";"64080";"18/02/2016 00:00:00";"4";"0";"18/02/2016 00:00:00";"5,540.00";"0.00";"6,371.00";"Annette  Hetu";"(405) 555-0100"
"66843";"912";"14";"18/02/2016 00:00:00";"64081";"18/02/2016 00:00:00";"5";"0";"18/02/2016 00:00:00";"2,406.60";"0.00";"2,767.59";"Volkan senturk";"(276) 555-0100"
"66844";"456";"6";"18/02/2016 00:00:00";"64082";"18/02/2016 00:00:00";"4";"0";"18/02/2016 00:00:00";"2,614.60";"0.00";"3,006.79";"Wingtip Toys (West Hempstead, NY)";"(212) 555-0100"
"66845";"110";"2";"18/02/2016 00:00:00";"64083";"18/02/2016 00:00:00";"2";"1";"18/02/2016 00:00:00";"1,803.60";"0.00";"2,043.36";"Tailspin Toys (North Crows Nest, IN)";"(219) 555-0100"
"66846";"139";"6";"18/02/2016 00:00:00";"64084";"18/02/2016 00:00:00";"1";"1";"18/02/2016 00:00:00";"416.50";"0.00";"461.58";"Tailspin Toys (Hardeeville, SC)";"(803) 555-0100"
"66847";"1058";"14";"18/02/2016 00:00:00";"64085";"18/02/2016 00:00:00";"5";"0";"18/02/2016 00:00:00";"1,563.40";"0.00";"1,797.91";"Jaroslav Fisar";"(215) 555-0100"
"66848";"167";"20";"18/02/2016 00:00:00";"64086";"18/02/2016 00:00:00";"4";"0";"18/02/2016 00:00:00";"10,414.00";"0.00";"11,976.10";"Tailspin Toys (Rockwall, TX)";"(210) 555-0100"
"66849";"172";"8";"18/02/2016 00:00:00";"64087";"18/02/2016 00:00:00";"4";"0";"18/02/2016 00:00:00";"2,500.00";"0.00";"2,875.00";"Tailspin Toys (Madrone, NM)";"(505) 555-0100"
"66850";"169";"8";"18/02/2016 00:00:00";"64088";"18/02/2016 00:00:00";"5";"0";"18/02/2016 00:00:00";"4,664.75";"0.00";"5,364.46";"Tailspin Toys (Sinclair, WY)";"(307) 555-0100"
"66851";"45";"15";"18/02/2016 00:00:00";"64089";"18/02/2016 00:00:00";"2";"0";"18/02/2016 00:00:00";"104.00";"0.00";"119.60";"Tailspin Toys (Severna Park, MD)";"(240) 555-0100"
"66852";"1056";"14";"18/02/2016 00:00:00";"64090";"18/02/2016 00:00:00";"3";"0";"18/02/2016 00:00:00";"2,040.00";"0.00";"2,346.00";"Kalyani Benjaree";"(212) 555-0100"
"66853";"817";"16";"18/02/2016 00:00:00";"64091";"18/02/2016 00:00:00";"3";"0";"18/02/2016 00:00:00";"735.50";"0.00";"845.83";"Agrita Kanepa";"(201) 555-0100"
"66854";"1029";"20";"18/02/2016 00:00:00";"64092";"18/02/2016 00:00:00";"4";"0";"18/02/2016 00:00:00";"1,720.00";"0.00";"1,978.00";"Veronika Necesana";"(218) 555-0100"
"66855";"898";"3";"18/02/2016 00:00:00";"64093";"18/02/2016 00:00:00";"5";"0";"18/02/2016 00:00:00";"1,036.60";"0.00";"1,192.09";"Gopalgobinda Sikdar";"(307) 555-0100"
"66856";"149";"14";"18/02/2016 00:00:00";"64094";"18/02/2016 00:00:00";"3";"0";"18/02/2016 00:00:00";"1,095.00";"0.00";"1,259.25";"Tailspin Toys (Inguadona, MN)";"(218) 555-0100"
"66857";"49";"2";"18/02/2016 00:00:00";"64095";"18/02/2016 00:00:00";"5";"0";"18/02/2016 00:00:00";"2,360.00";"0.00";"2,714.00";"Tailspin Toys (Muir, MI)";"(231) 555-0100"
"66858";"1051";"14";"18/02/2016 00:00:00";"64096";"18/02/2016 00:00:00";"5";"0";"18/02/2016 00:00:00";"1,391.00";"0.00";"1,599.65";"Sylvie Laramee";"(787) 555-0100"
"66859";"181";"8";"18/02/2016 00:00:00";"64097";"18/02/2016 00:00:00";"3";"0";"18/02/2016 00:00:00";"9,965.00";"0.00";"11,459.75";"Tailspin Toys (Heilwood, PA)";"(215) 555-0100"
"66860";"822";"13";"18/02/2016 00:00:00";"64098";"18/02/2016 00:00:00";"3";"0";"18/02/2016 00:00:00";"1,690.00";"0.00";"1,943.50";"Suparna Bhattacharya";"(314) 555-0100"
"66861";"146";"16";"18/02/2016 00:00:00";"64099";"18/02/2016 00:00:00";"3";"1";"18/02/2016 00:00:00";"1,933.20";"0.00";"2,182.14";"Tailspin Toys (Belgreen, AL)";"(205) 555-0100"
"66862";"838";"16";"18/02/2016 00:00:00";"64100";"18/02/2016 00:00:00";"3";"0";"18/02/2016 00:00:00";"548.00";"0.00";"630.20";"Pavel Bogdanov";"(339) 555-0100"
"66863";"43";"15";"18/02/2016 00:00:00";"64101";"18/02/2016 00:00:00";"1";"0";"18/02/2016 00:00:00";"1,512.00";"0.00";"1,738.80";"Tailspin Toys (Upper Preston, WA)";"(206) 555-0100"
"66864";"1025";"7";"18/02/2016 00:00:00";"64102";"18/02/2016 00:00:00";"4";"1";"18/02/2016 00:00:00";"6,006.20";"0.00";"6,845.57";"Tuulikki Linna";"(217) 555-0100"
"66865";"503";"6";"18/02/2016 00:00:00";"64103";"18/02/2016 00:00:00";"2";"0";"18/02/2016 00:00:00";"822.00";"0.00";"945.30";"Wingtip Toys (Valhalla, NC)";"(252) 555-0100"
"66866";"1022";"20";"18/02/2016 00:00:00";"64104";"18/02/2016 00:00:00";"4";"0";"18/02/2016 00:00:00";"2,431.75";"0.00";"2,796.51";"Nadir Seddigh";"(907) 555-0100"
"66867";"88";"2";"18/02/2016 00:00:00";"64105";"18/02/2016 00:00:00";"5";"0";"18/02/2016 00:00:00";"1,962.00";"0.00";"2,256.30";"Tailspin Toys (Dracut, MA)";"(339) 555-0100"
"66868";"163";"13";"18/02/2016 00:00:00";"64106";"18/02/2016 00:00:00";"2";"0";"18/02/2016 00:00:00";"414.00";"0.00";"476.10";"Tailspin Toys (Panaca, NV)";"(702) 555-0100"
"66869";"490";"2";"18/02/2016 00:00:00";"64107";"18/02/2016 00:00:00";"4";"0";"18/02/2016 00:00:00";"5,165.00";"0.00";"5,939.75";"Wingtip Toys (Beals, ME)";"(207) 555-0100"
"66870";"416";"14";"18/02/2016 00:00:00";"64108";"18/02/2016 00:00:00";"4";"0";"18/02/2016 00:00:00";"3,200.00";"0.00";"3,680.00";"Wingtip Toys (Necedah, WI)";"(262) 555-0100"
"66871";"1055";"6";"18/02/2016 00:00:00";"64109";"18/02/2016 00:00:00";"2";"0";"18/02/2016 00:00:00";"274.00";"0.00";"315.10";"Adriana Pena";"(252) 555-0100"
"66872";"164";"13";"18/02/2016 00:00:00";"64110";"18/02/2016 00:00:00";"2";"0";"18/02/2016 00:00:00";"153.00";"0.00";"175.95";"Tailspin Toys (Rothsville, PA)";"(215) 555-0100"
